Product name,Price,Brand,CPU Model,RAM size,Storage,Screen size,Battery,CPU Cache Size,CPU Cores,CPU Frequency,NPU,GPU,RAM frequency,RAM slots,RAM type,Audio,Webcam,OS,Ports,Size,Weight,Material,Color,Wireless connection,Keyboard,LED,Security,box,Series laptop,Part-number,Warranty,Refresh rate,Display Resolution,Screen Brightness ,Usage category
Laptop Dell Inspiron 16 5640 - N5640-C7U161W11IBU,25990000.0,Dell,Intel Core 7 150U,16.0,1024.0,16.0,54.0,12MB,10.0,1.8 GHz,,Intel UHD Graphics,5200MHz,2.0,DDR5,,FHD,Windows 11 Home SL + Office Home & Student 2021,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",16.18-17.37 x 356.78 x 249.52 mm,2 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Vân tay,"Adapter, dây nguồn, HDSD,…",Inspiron,N5640-C7U161W11IBU,12 tháng,,1920 x 1200,300.0,basic
Laptop gaming ASUS TUF Gaming A15 FA506NF-HN005W,15190000.0,ASUS,AMD Ryzen 5 7535HS,8.0,512.0,15.6,48.0,16MB,6.0,3.3 GHz,,NVIDIA GeForce RTX 2050,4800MHz,1.0,DDR5,Hi-Res Audio,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.9 x 25.6 x 2.28 ~ 2.45 cm,2.3 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , có phím số , RGB",không đèn,Khuôn mặt,,TUF Gaming,90NR0JE7-M001E0,24 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop gaming MSI Cyborg 15 A13UC-861VN,19990000.0,MSI,Intel Core i513420H,16.0,512.0,15.6,53.0,12MB,8.0,2.1 GHz,,NVIDIA GeForce RTX 3050,5200MHz,2.0,DDR5,,HD,Windows 11 Home SEA,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",359.36 x 250.34 x 21.95-22.9 mm,2 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",không đèn,,"MSI Essential Backpack, Adapter, dây nguồn,…",Cyborg,861VN,24 tháng,,1920 x 1080,,Gaming
Laptop gaming MSI Cyborg 15 A12UCX - 618VN,16290000.0,MSI,Intel Core i512450H,16.0,512.0,15.6,,12MB,8.0,2.0 GHz,,NVIDIA GeForce RTX 2050,4800MHz,1.0,DDR5,Hi-Res Audio,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",359 x 250 x 21.9 mm,2 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",không đèn,Không,"Adapter, dây nguồn",Cyborg,618VN,24 tháng,144.0,1920 x 1080,,Gaming
Laptop gaming ASUS TUF Gaming A15 FA507NU-LP070W,27990000.0,ASUS,AMD Ryzen 7 7735HS,16.0,1024.0,15.6,90.0,16MB,8.0,3.2 GHz,,NVIDIA GeForce RTX 4050,4800MHz,1.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery, 1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 ~ 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",không đèn,,,TUF Gaming,90NR0EB8-M00K10,24 tháng,144.0,1920 x 1080,,Gaming
Laptop gaming ASUS TUF Gaming F15 FX507VI-LP088W,34990000.0,ASUS,Intel Core i713620H,16.0,512.0,15.6,90.0,24MB,10.0,2.4 GHz,,NVIDIA GeForce RTX 4070,4800MHz,1.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 ~ 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím Chiclet , có phím số , RGB",không đèn,,,TUF,90NR0FH8-M004F0,24 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop Lenovo IdeaPad Slim 3 15IAH8 - 83ER000FVN,15590000.0,Lenovo,Intel Core i512450H,16.0,1024.0,15.6,,12MB,8.0,2.0 GHz,,Intel UHD Graphics,4800MHz,1.0,DDR5,Dolby Audio,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",359.3 x 235 x 17.9 mm,1.6 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số",,,"Adapter, dây nguồn",Ideapad,83ER000FVN,24 tháng,,1920 x 1080,300.0,basic
Laptop Lenovo Ideapad Slim 3 15IRH8 - 83EM003EVN,16990000.0,Lenovo,Intel Core i713620H,16.0,512.0,15.6,74.0,24MB,10.0,2.4 GHz,,Intel UHD Graphics,4800MHz,1.0,LPDDR5,Dolby Audio,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",35.93 x 23.5 x 1.79 cm,1.6 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số",,Vân tay,Adapter,Ideapad Slim 3,83EM003EVN,24 tháng,,1920 x 1080,300.0,basic
Laptop HP ProBook 440 G10 - 9H8U9PT,24990000.0,HP,Intel Core i71355U,16.0,512.0,14.0,51.0,12MB,10.0,1.7 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",32.19 x 21.39 x 1.99 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Vân tay,"Adapter, dây nguồn",ProBook,9H8U9PT,12 tháng,,1920 x 1080,,basic
Laptop HP 15-fd0235TU - 9Q970PA,17090000.0,HP,Intel Core i51334U,16.0,512.0,15.6,41.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,3200MHz,2.0,DDR4,,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
Audio combo
1 x HDMI",35.98 x 23.6 x 1.86 cm,1.6 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số",,,"Adapter, dây nguồn",HP 15,9Q970PA,12 tháng,,1920 x 1080,250.0,basic
Laptop gaming Lenovo LOQ 15IAX9 - 83GS001RVN,21690000.0,Lenovo,Intel Core i512450HX,12.0,512.0,15.6,,12MB,8.0,2.4 GHz,,NVIDIA GeForce RTX 3050,4800MHz,1.0,DDR5,Nahimic Audio,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",359.86 x 258.7 x 21.9-23.9 mm,2.4 kg,Vỏ nhựa,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",,,"Adapter, dây nguồn",LOQ,83GS001RVN,24 tháng,144.0,1920 x 1080,300.0,Gaming
Laptop gaming ASUS TUF Gaming A15 FA507NV-LP111W,26490000.0,ASUS,AMD Ryzen 5 7535HS,16.0,1024.0,15.6,90.0,16MB,6.0,3.3 GHz,,NVIDIA GeForce RTX 4060,4800MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 ~ 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",,,,TUF,90NR0E88-M008X0,24 tháng,144.0,1920 x 1080,,Gaming
Laptop gaming HP Victus 16-r0228TX - 9Q979PA,29690000.0,HP,Intel Core i513500H,32.0,512.0,16.1,70.0,18MB,12.0,2.6 GHz,,NVIDIA GeForce RTX 4050,5200MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.39 cm,2.3 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",,,,VICTUS,9Q979PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop gaming HP Victus 16-r0229TX - 9Q980PA,30890000.0,HP,Intel Core i513500H,32.0,512.0,16.1,70.0,18MB,12.0,2.6 GHz,,NVIDIA GeForce RTX 4050,5200MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.39 cm,2.3 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",,,,VICTUS,9Q980PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop gaming Lenovo LOQ 15IAX9 - 83GS000RVN,25990000.0,Lenovo,Intel Core i512450HX,16.0,512.0,15.6,,12MB,8.0,2.4 GHz,,NVIDIA GeForce RTX 4050,4800MHz,2.0,DDR5,Nahimic Audio,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.96 x 25.87 x 2.19-2.39 cm,2.4 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Có phím Copilot , có phím số , LED",,,Adapter,LOQ,83GS000RVN,24 tháng,,1920 x 1080,300.0,Gaming
Laptop ASUS Vivobook X14 - X1404ZA-NK389W,15990000.0,ASUS,Intel Core i71255U,16.0,512.0,14.0,42.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,,1.0,DDR4,SonicMaster,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",32.49 x 21.39 x 1.79 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , không phím số , không đèn",,Vân tay,"Adapter, dây nguồn, HDSD,…",VivoBook,90NB1002-M00FE0,24 tháng,,1920 x 1080,250.0,basic
Laptop MSI Sword 16 HX B14VFKG-045VN,36990000.0,MSI,Intel Core i714700HX,16.0,1024.0,16.0,65.0,33MB,20.0,2.1 GHz,,NVIDIA GeForce RTX 4060,5600MHz,2.0,DDR5,Hi-Res Audio,HD,Windows 11 Home SEA,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",359 x 266.4 x 21.8-27.7 mm,2.3 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , RGB",,,"MSI Essential Backpack, Adapter, dây nguồn,…",Sword,045VN,24 tháng,,2560 x 1600,,Gaming
Laptop HP EliteBook 640 G10,21690000.0,HP,Intel Core i51335U,16.0,512.0,14.0,51.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",32.19 x 21.39 x 1.99 cm,1.4 kg,,Bạc,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn,…",Elitebook,873G4PA,12 tháng,,1920 x 1080,,basic
Laptop ACER Aspire Lite - AL15-51M-75E2,14490000.0,ACER,Intel Core i71165G7,16.0,512.0,15.6,36.0,12MB,4.0,2.8 GHz,,Intel Iris Xe Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home SL,"1 x USB Type C
1 x USB 3.2
2 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",36.04 x 23.93 x 1.97 cm,1.7 kg,Vỏ nhôm,Đen,"WiFi 802.11ac , Bluetooth 5.0","Bàn phím thường , có phím số , không đèn",không đèn,Không,"Adapter, dây nguồn, HDSD,…",Aspire,NX.KS5SV.002,12 tháng,,1920 x 1080,,basic
Laptop ASUS Vivobook 15X OLED S3504VA-L1227WS,22690000.0,ASUS,Intel Core i71360P,16.0,512.0,15.6,50.0,18MB,12.0,2.2 GHz,,Intel Iris Xe Graphics,3200MHz,2.0,DDR4,SonicMaster,HD,Windows 11 Home + Office Home & Student,"1 x USB Type C/ Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",35.97 x 23.25 x 1.79 cm,1.7 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","Bàn phím thường , có phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn,…",VivoBook,90NB10A2-M008J0,24 tháng,,1920 x 1080,550.0,basic
Laptop gaming ASUS TUF Gaming F15 FX507VV-LP157W,32990000.0,ASUS,Intel Core i713620H,16.0,512.0,15.6,90.0,24MB,10.0,2.4 GHz,,NVIDIA GeForce RTX 4060,5200MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 - 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím Chiclet , có phím số , RGB",không đèn,,"Adapter, dây nguồn,…",TUF,90NR0BV8-M00A00,24 tháng,,1920 x 1080,,Gaming
Laptop gaming ASUS TUF Gaming A15 FA507NU-LP131W,25990000.0,ASUS,AMD Ryzen 5 7535HS,16.0,1024.0,15.6,90.0,16MB,6.0,3.3 GHz,,NVIDIA GeForce RTX 4050,4800MHz,2.0,DDR5,Dolby Atmos,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.4 x 25.1 x 2.24 - 2.49 cm,2.2 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , có phím số , RGB",không đèn,,"Adapter, dây nguồn,…",TUF,90NR0EB8-M00BJ0,24 tháng,,1920 x 1080,250.0,Gaming
Laptop gaming HP Victus 15-fa1139TX - 8Y6W3PA,18990000.0,HP,Intel Core i512450H,16.0,512.0,15.6,52.0,12MB,8.0,2.0 GHz,,NVIDIA GeForce RTX 2050,3200MHz,2.0,DDR4,HP Audio Boost,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.8 x 25.5 x 2.35 cm,2.2 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,Adapter,VICTUS,8Y6W3PA,12 tháng,144.0,1920 x 1080,250.0,basic
Laptop MSI GP68HX 13VH-252VN,61990000.0,MSI,Intel Core i913950HX,16.0,1024.0,16.0,90.0,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 4080,5600MHz,2.0,DDR5,"Nahimic, Hi-Res Audio",HD,Windows 11 Home,"2 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.7 x 28.405 x 2.220 cm,2.6 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",không đèn,,"330W adapter,dây nguồn,MSI Titan Gaming Backpack",Vector,252VN,24 tháng,144.0,1920 x 1200,,Gaming
Laptop MSI Vector GP78 HX 13VI-476VN,89990000.0,MSI,Intel Core i913980HX,32.0,2048.0,17.0,90.0,36MB,24.0,2.2 GHz,,NVIDIA GeForce RTX 4090,5600MHz,2.0,DDR5,"Nahimic, Hi-Res Audio",HD,Windows 11 Home,"2 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",38.034 x 29.797 x 2.355 mm,3 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",không đèn,,"330W Adapter, dây nguồn, MSI Titan Gaming Backpack",Vector,476VN,24 tháng,240.0,2560 x 1600,,Gaming
Laptop HP ProBook 450 G10 - 873J6PA,19490000.0,HP,Intel Core i51340P,8.0,512.0,15.6,51.0,12MB,12.0,1.9 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.94 x 23.39 x 1.99 cm,1.8 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn,…",ProBook,873J6PA,12 tháng,,1920 x 1080,,basic
Laptop Acer Aspire 5 A515-58GM-59LJ,16990000.0,ACER,Intel Core i513420H,8.0,512.0,15.6,50.0,12MB,8.0,2.1 GHz,,NVIDIA GeForce RTX 2050,3200MHz,1.0,DDR4,,HD,Windows 11 Home,"2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",361 x 237 x 17.9 mm,1.7 kg,Vỏ nhôm,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , LED",không đèn,Vân tay,,Aspire 5,NX.KQ4SV.001,12 tháng,,1920 x 1080,,basic
Laptop gaming HP Victus 15-fb1022AX - 94F19PA,18490000.0,HP,AMD Ryzen 5 7535HS,16.0,512.0,15.6,52.0,16MB,6.0,3.3 GHz,,NVIDIA GeForce RTX 2050,4800MHz,2.0,DDR5,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",35.79 x 25.5 x 2.35 cm,2.3 kg,,Bạc Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,"Adapter, dây nguồn,…",VICTUS,94F19PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop Acer Swift Go SFG14-71-513F,17990000.0,ACER,Intel Core i513500H,16.0,512.0,14.0,65.0,18MB,12.0,2.6 GHz,,Intel Iris Xe Graphics,4800MHz,1.0,LPDDR5,,QHD,Windows 11 Home,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",312.9 x 217.9 x 14.9 mm,1.2 kg,Vỏ nhôm,Gold,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , LED",không đèn,Vân tay,,Swift Go,NX.KPZSV.003,12 tháng,,2880 x 1800,400.0,basic
Laptop Acer Swift Go SFG14-71-74CP,19990000.0,ACER,Intel Core i713700H,16.0,512.0,14.0,65.0,24MB,14.0,2.4 GHz,,Intel Iris Xe Graphics,4800MHz,1.0,LPDDR5,,QHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",312.9 x 217.9 x 14.9 mm,1.2 kg,Vỏ nhôm,Gold,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , LED",không đèn,Vân tay,,Swift Go,NX.KPZSV.004,12 tháng,,2880 x 1800,400.0,basic
Laptop HP 15s-fq5228TU - 8U240PA,10790000.0,HP,Intel Core i31215U,8.0,512.0,15.6,41.0,10MB,6.0,1.2 GHz,,Intel UHD Graphics,3200MHz,1.0,DDR4,,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",35.85 x 24.2 x 1.79 cm,1.7 kg,,Xanh,"WiFi 802.11ac , Bluetooth","Bàn phím thường , có phím số , không đèn",không đèn,,,14/15 Series,8U240PA,12 tháng,,1920 x 1080,250.0,basic
Laptop ACER Aspire 5 A514-56P-55K5,14790000.0,ACER,Intel Core i51335U,16.0,512.0,14.0,50.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,6400MHz,1.0,LPDDR5,,HD,Windows 11 Home,"2 x USB 3.2
Audio combo
1 x HDMI",318.8 x 225.5 x 17.99 mm,1.5 kg,Vỏ nhôm,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không phím số , không đèn",không đèn,,Cáp + Sạc,Aspire 5,NX.KHRSV.003,12 tháng,,1920 x 1200,,basic
Laptop ACER Aspire 7 A715-76-53PJ,14490000.0,ACER,Intel Core i512450H,16.0,512.0,15.6,50.0,18MB,8.0,2.0 GHz,,Intel UHD Graphics,3200MHz,2.0,DDR4,,HD,Windows 11 Home,"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",362.3 x 237.4 x 19.9 mm,2.1 kg,Vỏ nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , LED",không đèn,Vân tay,Cáp + Sạc,Aspire 7,NH.QGESV.007,12 tháng,,1920 x 1080,,basic
Laptop ACER Aspire 5 A515-58P-774R,15990000.0,ACER,Intel Core i71355U,16.0,512.0,15.6,50.0,12MB,10.0,1.7 GHz,,Intel UHD Graphics,4800MHz,1.0,LPDDR5,Acer Purified Voice,HD,Windows 11 Home,"2 x USB 3.2
Audio combo
1 x HDMI",362.9 x 237.5 x 17.99 mm,1.7 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , không đèn",không đèn,,,Aspire 5,NX.KHJSV.005,12 tháng,,1920 x 1080,250.0,basic
Laptop gaming ACER Nitro 5 AN515-58-5193,24490000.0,ACER,Intel Core i512450H,16.0,512.0,15.6,57.0,18MB,8.0,2.0 GHz,,NVIDIA GeForce RTX 4050,4800MHz,2.0,DDR5,,HD,Windows 11 Home,"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",360.4 x 271.09 x 25.9 mm,2.5 kg,Vỏ nhựa,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , có phím số , RGB 4 vùng",không đèn,,,Nitro 5,NH.QLZSV.004,12 tháng,144.0,1920 x 1080,,Gaming
Laptop HP Pavilion 15-eg3091TU - 8C5L2PA,25290000.0,HP,Intel Core i71355U,16.0,512.0,15.6,41.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,3200MHz,2.0,DDR4,HP Audio Boost,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI",36.02 x 23.4 x 1.8 cm,1.7 kg,,Gold,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , không đèn",không đèn,,,Pavilion,8C5L2PA,12 tháng,,1920 x 1080,250.0,basic
Laptop HP 15-fd0083TU - 8D736PA,19390000.0,HP,Intel Core i71355U,16.0,512.0,15.6,41.0,12MB,10.0,1.7 GHz,,Intel UHD Graphics,3200MHz,2.0,DDR4,,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",35.98 x 23.6 x 1.86 cm,1.6 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , có phím số , không đèn",không đèn,,"Adapter, dây nguồn, HDSD,…",14/15 Series,8D736PA,12 tháng,,1920 x 1080,250.0,basic
Laptop ACER Aspire 5 A514-56P-742F,15990000.0,ACER,Intel Core i71355U,16.0,512.0,14.0,50.0,12MB,10.0,1.7 GHz,,Intel Iris Xe Graphics,6400MHz,1.0,LPDDR5,Acer Purified Voice,HD,Windows 11 Home,"2 x USB 3.2
Audio combo
1 x HDMI",318.8 x 225.5 x 17.99 mm,1.5 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","Bàn phím thường , không đèn",không đèn,,,Aspire 5,NX.KHRSV.005,12 tháng,,1920 x 1200,250.0,basic
Laptop Dell Inspiron 14 5430 - i5P165W11SL2050,26790000.0,Dell,Intel Core i51340P,16.0,512.0,14.0,54.0,12MB,12.0,1.9 GHz,,NVIDIA GeForce RTX 2050,4800MHz,2.0,DDR5,Realtek Audio,FHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI",(Front: 16.49/15.74 - Rear: 18.52/17.67 mm) x 314.00 x 226.60 mm,1.8 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn, HDSD,…",Inspiron,i5P165W11SL2050,12 tháng,,2560 x 1600,300.0,basic
Laptop HP 15-fd0079TU - 8D732PA,16890000.0,HP,Intel Core i51335U,16.0,512.0,15.6,41.0,12MB,10.0,1.3 GHz,,Intel UHD Graphics,3200MHz,2.0,DDR4,,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",35.98 x 23.6 x 1.86 cm,1.6 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , có phím số , không đèn",không đèn,,"Adapter, dây nguồn,…",14/15 Series,8D732PA,12 tháng,,1920 x 1080,250.0,basic
Laptop ASUS Vivobook 15X1504ZA-NJ582W,10690000.0,ASUS,Intel Core i31215U,8.0,512.0,15.6,42.0,10MB,6.0,1.2 GHz,,Intel UHD Graphics,,1.0,DDR4,,HD,Windows 11 Home,"1 x USB Type C
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",35.97 x 23.25 x 1.79 cm,1.7 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , không đèn",không đèn,Vân tay,,VivoBook,90NB1022-M00VX0,24 tháng,,1920 x 1080,250.0,basic
Laptop Dell Vostro 5630 - i5U165W11GRU,22990000.0,Dell,Intel Core i51335U,16.0,512.0,16.0,54.0,12MB,10.0,1.3 GHz,,Intel Iris Xe Graphics,4800MHz,2.0,DDR5,Realtek Audio,FHD,Windows 11 Home SL + Office Home & Student 2021,"2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",15.67 - 17.95 x 356.78 x 251.90 mm,1.9 kg,,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , có phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn, HDSD,…",Vostro,i5U165W11GRU,12 tháng,,1920 x 1200,,basic
